"Program","Size","Complexity","Engine","Batch","Query","Target","Output","Results"
"+o+o","4","L","babbage","WS","Input: -\nOutput: 01\n\nInput: 0010\nOutput:","1","0110","0"
"+o+o","4","L","babbage","AS I","Input: -\nOutput: 01\n\nInput: 010\nOutput: 1\n\nInput: 0\nOutput: 1\n\nInput: 10010\nOutput:","-","1","0"
"+o+o","4","L","babbage","AS I","Input: -\nOutput: 01\n\nInput: 010\nOutput: 1\n\nInput: 0\nOutput: 1\n\nInput: 10\nOutput:","-","1","0"
"+o+o","4","L","babbage","AS I","Input: -\nOutput: 01\n\nInput: 010\nOutput: 1\n\nInput: 0\nOutput: 1\n\nInput: 10011\nOutput:","-","1","0"
"+o+o","4","L","babbage","AS I","Input: -\nOutput: 01\n\nInput: 010\nOutput: 1\n\nInput: 0\nOutput: 1\n\nInput: 101\nOutput:","-","1","0"
"+o+o","4","L","babbage","AS I","Input: -\nOutput: 01\n\nInput: 010\nOutput: 1\n\nInput: 0\nOutput: 1\n\nInput: 0010\nOutput:","1","1","1"
"+o+o","4","L","babbage","AS II","Input: -\nOutput: 01\n\nInput: 011\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: -\n\nInput: 10010\nOutput:","-","-","1"
"+o+o","4","L","babbage","AS II","Input: -\nOutput: 01\n\nInput: 011\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: -\n\nInput: 10\nOutput:","-","-","1"
"+o+o","4","L","babbage","AS II","Input: -\nOutput: 01\n\nInput: 011\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: -\n\nInput: 10011\nOutput:","-","-","1"
"+o+o","4","L","babbage","AS II","Input: -\nOutput: 01\n\nInput: 011\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: -\n\nInput: 101\nOutput:","-","-","1"
"+o+o","4","L","babbage","AS II","Input: -\nOutput: 01\n\nInput: 011\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: -\n\nInput: 0010\nOutput:","1","-","0"
"[>o]","4","L","babbage","WS","Input: 1001\nOutput: 001\n\nInput: 1\nOutput:","-","001","0"
"[>o]","4","L","babbage","WS","Input: 1001\nOutput: 001\n\nInput: 0010\nOutput:","010","0010","0"
"[>o]","4","L","babbage","WS","Input: 1001\nOutput: 001\n\nInput: 0011\nOutput:","011","0011","0"
"[>o]","4","L","babbage","WS","Input: 1001\nOutput: 001\n\nInput: 0100\nOutput:","100","001","0"
"[>o]","4","L","babbage","WS","Input: 1001\nOutput: 001\n\nInput: 0101\nOutput:","101","001","0"
"[>o]","4","L","babbage","AS I","Input: 1001\nOutput: 001\n\nInput: 10\nOutput: 0\n\nInput: 00010\nOutput: 0010\n\nInput: 1\nOutput:","-","0001","0"
"[>o]","4","L","babbage","AS I","Input: 1001\nOutput: 001\n\nInput: 10\nOutput: 0\n\nInput: 00010\nOutput: 0010\n\nInput: 0010\nOutput:","010","0010","0"
"[>o]","4","L","babbage","AS I","Input: 1001\nOutput: 001\n\nInput: 10\nOutput: 0\n\nInput: 00010\nOutput: 0010\n\nInput: 0011\nOutput:","011","0011","0"
"[>o]","4","L","babbage","AS I","Input: 1001\nOutput: 001\n\nInput: 10\nOutput: 0\n\nInput: 00010\nOutput: 0010\n\nInput: 0100\nOutput:","100","0101","0"
"[>o]","4","L","babbage","AS I","Input: 1001\nOutput: 001\n\nInput: 10\nOutput: 0\n\nInput: 00010\nOutput: 0010\n\nInput: 0101\nOutput:","101","0101","0"
"[>o]","4","L","babbage","AS II","Input: 1001\nOutput: 001\n\nInput: -\nOutput: -\n\nInput: 0\nOutput: -\n\nInput: 11\nOutput: 1\n\nInput: 1\nOutput:","-","-","1"
"[>o]","4","L","babbage","AS II","Input: 1001\nOutput: 001\n\nInput: -\nOutput: -\n\nInput: 0\nOutput: -\n\nInput: 11\nOutput: 1\n\nInput: 0010\nOutput:","010","0010","0"
"[>o]","4","L","babbage","AS II","Input: 1001\nOutput: 001\n\nInput: -\nOutput: -\n\nInput: 0\nOutput: -\n\nInput: 11\nOutput: 1\n\nInput: 0011\nOutput:","011","0011","0"
"[>o]","4","L","babbage","AS II","Input: 1001\nOutput: 001\n\nInput: -\nOutput: -\n\nInput: 0\nOutput: -\n\nInput: 11\nOutput: 1\n\nInput: 0100\nOutput:","100","001","0"
"[>o]","4","L","babbage","AS II","Input: 1001\nOutput: 001\n\nInput: -\nOutput: -\n\nInput: 0\nOutput: -\n\nInput: 11\nOutput: 1\n\nInput: 0101\nOutput:","101","0011","0"
"oo+o","4","L","babbage","WS","Input: 0\nOutput: 001\n\nInput: 110\nOutput:","11","001","0"
"oo+o","4","L","babbage","WS","Input: 0\nOutput: 001\n\nInput: 0101\nOutput:","001","001","1"
"oo+o","4","L","babbage","WS","Input: 0\nOutput: 001\n\nInput: 111\nOutput:","11","001","0"
"oo+o","4","L","babbage","WS","Input: 0\nOutput: 001\n\nInput: 001\nOutput:","001","001","1"
"oo+o","4","L","babbage","WS","Input: 0\nOutput: 001\n\nInput: 010\nOutput:","001","001","1"
"oo+o","4","L","babbage","AS I","Input: 0\nOutput: 001\n\nInput: 00101\nOutput: 001\n\nInput: 1\nOutput: 11\n\nInput: 110\nOutput:","11","111","0"
"oo+o","4","L","babbage","AS I","Input: 0\nOutput: 001\n\nInput: 00101\nOutput: 001\n\nInput: 1\nOutput: 11\n\nInput: 0101\nOutput:","001","001","1"
"oo+o","4","L","babbage","AS I","Input: 0\nOutput: 001\n\nInput: 00101\nOutput: 001\n\nInput: 1\nOutput: 11\n\nInput: 111\nOutput:","11","111","0"
"oo+o","4","L","babbage","AS I","Input: 0\nOutput: 001\n\nInput: 00101\nOutput: 001\n\nInput: 1\nOutput: 11\n\nInput: 001\nOutput:","001","001","1"
"oo+o","4","L","babbage","AS I","Input: 0\nOutput: 001\n\nInput: 00101\nOutput: 001\n\nInput: 1\nOutput: 11\n\nInput: 010\nOutput:","001","001","1"
"oo+o","4","L","babbage","AS II","Input: 0\nOutput: 001\n\nInput: 01\nOutput: 001\n\nInput: 101\nOutput: 11\n\nInput: -\nOutput: -\n\nInput: 110\nOutput:","11","111","0"
"oo+o","4","L","babbage","AS II","Input: 0\nOutput: 001\n\nInput: 01\nOutput: 001\n\nInput: 101\nOutput: 11\n\nInput: -\nOutput: -\n\nInput: 0101\nOutput:","001","0011","0"
"oo+o","4","L","babbage","AS II","Input: 0\nOutput: 001\n\nInput: 01\nOutput: 001\n\nInput: 101\nOutput: 11\n\nInput: -\nOutput: -\n\nInput: 111\nOutput:","11","111","0"
"oo+o","4","L","babbage","AS II","Input: 0\nOutput: 001\n\nInput: 01\nOutput: 001\n\nInput: 101\nOutput: 11\n\nInput: -\nOutput: -\n\nInput: 001\nOutput:","001","001","1"
"oo+o","4","L","babbage","AS II","Input: 0\nOutput: 001\n\nInput: 01\nOutput: 001\n\nInput: 101\nOutput: 11\n\nInput: -\nOutput: -\n\nInput: 010\nOutput:","001","001","1"
"o>oo","4","L","babbage","WS","Input: 01\nOutput: 011\n\nInput: 10\nOutput:","100","011","0"
"o>oo","4","L","babbage","WS","Input: 01\nOutput: 011\n\nInput: 10010\nOutput:","100","0110","0"
"o>oo","4","L","babbage","WS","Input: 01\nOutput: 011\n\nInput: 10011\nOutput:","100","011","0"
"o>oo","4","L","babbage","WS","Input: 01\nOutput: 011\n\nInput: 0\nOutput:","0","011","0"
"o>oo","4","L","babbage","WS","Input: 01\nOutput: 011\n\nInput: 1\nOutput:","1","011","0"
"o>oo","4","L","babbage","AS I","Input: 01\nOutput: 011\n\nInput: -\nOutput: -\n\nInput: 00\nOutput: 000\n\nInput: 10\nOutput:","100","010","0"
"o>oo","4","L","babbage","AS I","Input: 01\nOutput: 011\n\nInput: -\nOutput: -\n\nInput: 00\nOutput: 000\n\nInput: 10010\nOutput:","100","0110","0"
"o>oo","4","L","babbage","AS I","Input: 01\nOutput: 011\n\nInput: -\nOutput: -\n\nInput: 00\nOutput: 000\n\nInput: 10011\nOutput:","100","0111","0"
"o>oo","4","L","babbage","AS I","Input: 01\nOutput: 011\n\nInput: -\nOutput: -\n\nInput: 00\nOutput: 000\n\nInput: 0\nOutput:","0","0","1"
"o>oo","4","L","babbage","AS I","Input: 01\nOutput: 011\n\nInput: -\nOutput: -\n\nInput: 00\nOutput: 000\n\nInput: 1\nOutput:","1","01","0"
"o>oo","4","L","babbage","AS II","Input: 01\nOutput: 011\n\nInput: 10000\nOutput: 100\n\nInput: 000\nOutput: 000\n\nInput: 10001\nOutput: 100\n\nInput: 10\nOutput:","100","10","0"
"o>oo","4","L","babbage","AS II","Input: 01\nOutput: 011\n\nInput: 10000\nOutput: 100\n\nInput: 000\nOutput: 000\n\nInput: 10001\nOutput: 100\n\nInput: 10010\nOutput:","100","100","1"
"o>oo","4","L","babbage","AS II","Input: 01\nOutput: 011\n\nInput: 10000\nOutput: 100\n\nInput: 000\nOutput: 000\n\nInput: 10001\nOutput: 100\n\nInput: 10011\nOutput:","100","100","1"
"o>oo","4","L","babbage","AS II","Input: 01\nOutput: 011\n\nInput: 10000\nOutput: 100\n\nInput: 000\nOutput: 000\n\nInput: 10001\nOutput: 100\n\nInput: 0\nOutput:","0","0","1"
"o>oo","4","L","babbage","AS II","Input: 01\nOutput: 011\n\nInput: 10000\nOutput: 100\n\nInput: 000\nOutput: 000\n\nInput: 10001\nOutput: 100\n\nInput: 1\nOutput:","1","01","0"
">o>o","4","L","babbage","WS","Input: 101\nOutput: 01\n\nInput: 010\nOutput:","10","01","0"
">o>o","4","L","babbage","WS","Input: 101\nOutput: 01\n\nInput: 011\nOutput:","11","01","0"
">o>o","4","L","babbage","WS","Input: 101\nOutput: 01\n\nInput: 00111\nOutput:","01","00","0"
">o>o","4","L","babbage","WS","Input: 101\nOutput: 01\n\nInput: 01000\nOutput:","10","01","0"
">o>o","4","L","babbage","WS","Input: 101\nOutput: 01\n\nInput: 100\nOutput:","00","00","1"
">o>o","4","L","babbage","AS I","Input: 101\nOutput: 01\n\nInput: 10\nOutput: 0\n\nInput: 00110\nOutput: 01\n\nInput: 010\nOutput:","10","01","0"
">o>o","4","L","babbage","AS I","Input: 101\nOutput: 01\n\nInput: 10\nOutput: 0\n\nInput: 00110\nOutput: 01\n\nInput: 011\nOutput:","11","01","0"
">o>o","4","L","babbage","AS I","Input: 101\nOutput: 01\n\nInput: 10\nOutput: 0\n\nInput: 00110\nOutput: 01\n\nInput: 00111\nOutput:","01","01","1"
">o>o","4","L","babbage","AS I","Input: 101\nOutput: 01\n\nInput: 10\nOutput: 0\n\nInput: 00110\nOutput: 01\n\nInput: 01000\nOutput:","10","01","0"
">o>o","4","L","babbage","AS I","Input: 101\nOutput: 01\n\nInput: 10\nOutput: 0\n\nInput: 00110\nOutput: 01\n\nInput: 100\nOutput:","00","01","0"
">o>o","4","L","babbage","AS II","Input: 101\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 0\nOutput: -\n\nInput: 111\nOutput: 11\n\nInput: 010\nOutput:","10","010","0"
">o>o","4","L","babbage","AS II","Input: 101\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 0\nOutput: -\n\nInput: 111\nOutput: 11\n\nInput: 011\nOutput:","11","011","0"
">o>o","4","L","babbage","AS II","Input: 101\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 0\nOutput: -\n\nInput: 111\nOutput: 11\n\nInput: 00111\nOutput:","01","0011","0"
">o>o","4","L","babbage","AS II","Input: 101\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 0\nOutput: -\n\nInput: 111\nOutput: 11\n\nInput: 01000\nOutput:","10","01000","0"
">o>o","4","L","babbage","AS II","Input: 101\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 0\nOutput: -\n\nInput: 111\nOutput: 11\n\nInput: 100\nOutput:","00","100","0"
"<+oo","4","L","babbage","WS","Input: -\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 010\nOutput:","00","00","1"
"<+oo","4","L","babbage","WS","Input: -\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 01\nOutput:","00","00","1"
"<+oo","4","L","babbage","WS","Input: -\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 10\nOutput:","00","00","1"
"<+oo","4","L","babbage","WS","Input: -\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 1\nOutput:","00","00","1"
"<+oo","4","L","babbage","WS","Input: -\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 11\nOutput:","00","00","1"
"<+oo","4","L","babbage","AS I","Input: -\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 0\nOutput: 00\n\nInput: 0000\nOutput: 00\n\nInput: 010\nOutput:","00","00","1"
"<+oo","4","L","babbage","AS I","Input: -\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 0\nOutput: 00\n\nInput: 0000\nOutput: 00\n\nInput: 01\nOutput:","00","00","1"
"<+oo","4","L","babbage","AS I","Input: -\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 0\nOutput: 00\n\nInput: 0000\nOutput: 00\n\nInput: 10\nOutput:","00","00","1"
"<+oo","4","L","babbage","AS I","Input: -\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 0\nOutput: 00\n\nInput: 0000\nOutput: 00\n\nInput: 1\nOutput:","00","00","1"
"<+oo","4","L","babbage","AS I","Input: -\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 0\nOutput: 00\n\nInput: 0000\nOutput: 00\n\nInput: 11\nOutput:","00","00","1"
"<+oo","4","L","babbage","AS II","Input: -\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 0001\nOutput: 00\n\nInput: 000\nOutput: 00\n\nInput: 001\nOutput: 00\n\nInput: 010\nOutput:","00","00","1"
"<+oo","4","L","babbage","AS II","Input: -\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 0001\nOutput: 00\n\nInput: 000\nOutput: 00\n\nInput: 001\nOutput: 00\n\nInput: 01\nOutput:","00","00","1"
"<+oo","4","L","babbage","AS II","Input: -\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 0001\nOutput: 00\n\nInput: 000\nOutput: 00\n\nInput: 001\nOutput: 00\n\nInput: 10\nOutput:","00","00","1"
"<+oo","4","L","babbage","AS II","Input: -\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 0001\nOutput: 00\n\nInput: 000\nOutput: 00\n\nInput: 001\nOutput: 00\n\nInput: 1\nOutput:","00","00","1"
"<+oo","4","L","babbage","AS II","Input: -\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 0001\nOutput: 00\n\nInput: 000\nOutput: 00\n\nInput: 001\nOutput: 00\n\nInput: 11\nOutput:","00","00","1"
">>+o","4","L","babbage","WS","Input: -\nOutput: 0\n\nInput: 001\nOutput: -\n\nInput: 10\nOutput:","0","001","0"
">>+o","4","L","babbage","WS","Input: -\nOutput: 0\n\nInput: 001\nOutput: -\n\nInput: 0000\nOutput:","1","-","0"
