"Program","Size","Complexity","Engine","Batch","Query","Target","Output","Results"
"+o","2","VL","davinci","AS II","Input: 1\nOutput: -\n\nInput: 01\nOutput: 1\n\nInput: 01001\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 10\nOutput: -\n\nInput: 1001\nOutput: -\n\nInput: 00\nOutput:","1","-","0"
"+o","2","VL","davinci","AS II","Input: 1\nOutput: -\n\nInput: 01\nOutput: 1\n\nInput: 01001\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 10\nOutput: -\n\nInput: 1001\nOutput: -\n\nInput: 001\nOutput:","1","-","0"
"-o","2","VL","davinci","WS","Input: 0\nOutput: -\n\nInput: 11\nOutput:","0","-","0"
"-o","2","VL","davinci","WS","Input: 0\nOutput: -\n\nInput: 001\nOutput:","-","0","0"
"-o","2","VL","davinci","WS","Input: 0\nOutput: -\n\nInput: 0\nOutput:","-","-","1"
"-o","2","VL","davinci","WS","Input: 0\nOutput: -\n\nInput: 11010\nOutput:","0","-","0"
"-o","2","VL","davinci","WS","Input: 0\nOutput: -\n\nInput: 010\nOutput:","-","-","1"
"-o","2","VL","davinci","AS I","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 11\nOutput:","0","1","0"
"-o","2","VL","davinci","AS I","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 001\nOutput:","-","1","0"
"-o","2","VL","davinci","AS I","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 0\nOutput:","-","1","0"
"-o","2","VL","davinci","AS I","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 11010\nOutput:","0","-","0"
"-o","2","VL","davinci","AS I","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 010\nOutput:","-","-","1"
"-o","2","VL","davinci","AS II","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 1001\nOutput: 0\n\nInput: 10\nOutput: 0\n\nInput: 11001\nOutput: 0\n\nInput: 11\nOutput:","0","0","1"
"-o","2","VL","davinci","AS II","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 1001\nOutput: 0\n\nInput: 10\nOutput: 0\n\nInput: 11001\nOutput: 0\n\nInput: 001\nOutput:","-","0","0"
"-o","2","VL","davinci","AS II","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 1001\nOutput: 0\n\nInput: 10\nOutput: 0\n\nInput: 11001\nOutput: 0\n\nInput: 0\nOutput:","-","0","0"
"-o","2","VL","davinci","AS II","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 1001\nOutput: 0\n\nInput: 10\nOutput: 0\n\nInput: 11001\nOutput: 0\n\nInput: 11010\nOutput:","0","0","1"
"-o","2","VL","davinci","AS II","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 1001\nOutput: 0\n\nInput: 10\nOutput: 0\n\nInput: 11001\nOutput: 0\n\nInput: 010\nOutput:","-","0","0"
"oo","2","VL","davinci","WS","Input: 0\nOutput: 00\n\nInput: 0100\nOutput:","00","01","0"
"oo","2","VL","davinci","WS","Input: 0\nOutput: 00\n\nInput: 100\nOutput:","11","00","0"
"oo","2","VL","davinci","WS","Input: 0\nOutput: 00\n\nInput: 01\nOutput:","00","01","0"
"oo","2","VL","davinci","WS","Input: 0\nOutput: 00\n\nInput: -\nOutput:","-","00","0"
"oo","2","VL","davinci","WS","Input: 0\nOutput: 00\n\nInput: 00011\nOutput:","00","00","1"
"oo","2","VL","davinci","AS I","Input: 0\nOutput: 00\n\nInput: 011\nOutput: 00\n\nInput: 11\nOutput: 11\n\nInput: 0100\nOutput:","00","00","1"
"oo","2","VL","davinci","AS I","Input: 0\nOutput: 00\n\nInput: 011\nOutput: 00\n\nInput: 11\nOutput: 11\n\nInput: 100\nOutput:","11","011","0"
"oo","2","VL","davinci","AS I","Input: 0\nOutput: 00\n\nInput: 011\nOutput: 00\n\nInput: 11\nOutput: 11\n\nInput: 01\nOutput:","00","01","0"
"oo","2","VL","davinci","AS I","Input: 0\nOutput: 00\n\nInput: 011\nOutput: 00\n\nInput: 11\nOutput: 11\n\nInput: -\nOutput:","-","-","1"
"oo","2","VL","davinci","AS I","Input: 0\nOutput: 00\n\nInput: 011\nOutput: 00\n\nInput: 11\nOutput: 11\n\nInput: 00011\nOutput:","00","00","1"
"oo","2","VL","davinci","AS II","Input: 0\nOutput: 00\n\nInput: 011\nOutput: 00\n\nInput: 11\nOutput: 11\n\nInput: 0011\nOutput: 00\n\nInput: 10\nOutput: 11\n\nInput: 1\nOutput: 11\n\nInput: 0100\nOutput:","00","00","1"
"oo","2","VL","davinci","AS II","Input: 0\nOutput: 00\n\nInput: 011\nOutput: 00\n\nInput: 11\nOutput: 11\n\nInput: 0011\nOutput: 00\n\nInput: 10\nOutput: 11\n\nInput: 1\nOutput: 11\n\nInput: 100\nOutput:","11","11","1"
"oo","2","VL","davinci","AS II","Input: 0\nOutput: 00\n\nInput: 011\nOutput: 00\n\nInput: 11\nOutput: 11\n\nInput: 0011\nOutput: 00\n\nInput: 10\nOutput: 11\n\nInput: 1\nOutput: 11\n\nInput: 01\nOutput:","00","10","0"
"oo","2","VL","davinci","AS II","Input: 0\nOutput: 00\n\nInput: 011\nOutput: 00\n\nInput: 11\nOutput: 11\n\nInput: 0011\nOutput: 00\n\nInput: 10\nOutput: 11\n\nInput: 1\nOutput: 11\n\nInput: -\nOutput:","-","-","1"
"oo","2","VL","davinci","AS II","Input: 0\nOutput: 00\n\nInput: 011\nOutput: 00\n\nInput: 11\nOutput: 11\n\nInput: 0011\nOutput: 00\n\nInput: 10\nOutput: 11\n\nInput: 1\nOutput: 11\n\nInput: 00011\nOutput:","00","00","1"
"ooo","3","L","davinci","WS","Input: 0\nOutput: 000\n\nInput: 0111\nOutput:","000","0011","0"
"ooo","3","L","davinci","WS","Input: 0\nOutput: 000\n\nInput: 00111\nOutput:","000","00000","0"
"ooo","3","L","davinci","WS","Input: 0\nOutput: 000\n\nInput: 1000\nOutput:","111","0010","0"
"ooo","3","L","davinci","WS","Input: 0\nOutput: 000\n\nInput: 010\nOutput:","000","001","0"
"ooo","3","L","davinci","WS","Input: 0\nOutput: 000\n\nInput: 011\nOutput:","000","010","0"
"ooo","3","L","davinci","AS I","Input: 0\nOutput: 000\n\nInput: 1\nOutput: 111\n\nInput: 111\nOutput: 111\n\nInput: 0111\nOutput:","000","0111","0"
"ooo","3","L","davinci","AS I","Input: 0\nOutput: 000\n\nInput: 1\nOutput: 111\n\nInput: 111\nOutput: 111\n\nInput: 00111\nOutput:","000","00111","0"
"ooo","3","L","davinci","AS I","Input: 0\nOutput: 000\n\nInput: 1\nOutput: 111\n\nInput: 111\nOutput: 111\n\nInput: 1000\nOutput:","111","1111","0"
"ooo","3","L","davinci","AS I","Input: 0\nOutput: 000\n\nInput: 1\nOutput: 111\n\nInput: 111\nOutput: 111\n\nInput: 010\nOutput:","000","000","1"
"ooo","3","L","davinci","AS I","Input: 0\nOutput: 000\n\nInput: 1\nOutput: 111\n\nInput: 111\nOutput: 111\n\nInput: 011\nOutput:","000","000","1"
"ooo","3","L","davinci","AS II","Input: 0\nOutput: 000\n\nInput: 1\nOutput: 111\n\nInput: 111\nOutput: 111\n\nInput: 001\nOutput: 000\n\nInput: 11\nOutput: 111\n\nInput: 01\nOutput: 000\n\nInput: 0111\nOutput:","000","11111","0"
"ooo","3","L","davinci","AS II","Input: 0\nOutput: 000\n\nInput: 1\nOutput: 111\n\nInput: 111\nOutput: 111\n\nInput: 001\nOutput: 000\n\nInput: 11\nOutput: 111\n\nInput: 01\nOutput: 000\n\nInput: 00111\nOutput:","000","11111","0"
"ooo","3","L","davinci","AS II","Input: 0\nOutput: 000\n\nInput: 1\nOutput: 111\n\nInput: 111\nOutput: 111\n\nInput: 001\nOutput: 000\n\nInput: 11\nOutput: 111\n\nInput: 01\nOutput: 000\n\nInput: 1000\nOutput:","111","1111","0"
"ooo","3","L","davinci","AS II","Input: 0\nOutput: 000\n\nInput: 1\nOutput: 111\n\nInput: 111\nOutput: 111\n\nInput: 001\nOutput: 000\n\nInput: 11\nOutput: 111\n\nInput: 01\nOutput: 000\n\nInput: 010\nOutput:","000","000","1"
"ooo","3","L","davinci","AS II","Input: 0\nOutput: 000\n\nInput: 1\nOutput: 111\n\nInput: 111\nOutput: 111\n\nInput: 001\nOutput: 000\n\nInput: 11\nOutput: 111\n\nInput: 01\nOutput: 000\n\nInput: 011\nOutput:","000","000","1"
"-o+o","4","L","davinci","WS","Input: 1\nOutput: 01\n\nInput: 101\nOutput:","01","010","0"
"-o+o","4","L","davinci","WS","Input: 1\nOutput: 01\n\nInput: 1000\nOutput:","01","0100","0"
"-o+o","4","L","davinci","WS","Input: 1\nOutput: 01\n\nInput: 10110\nOutput:","01","0101","0"
"-o+o","4","L","davinci","WS","Input: 1\nOutput: 01\n\nInput: 1001\nOutput:","01","0101","0"
"-o+o","4","L","davinci","WS","Input: 1\nOutput: 01\n\nInput: 10111\nOutput:","01","0101","0"
"-o+o","4","L","davinci","AS I","Input: 1\nOutput: 01\n\nInput: 10101\nOutput: 01\n\nInput: 0101\nOutput: -\n\nInput: 101\nOutput:","01","-","0"
"-o+o","4","L","davinci","AS I","Input: 1\nOutput: 01\n\nInput: 10101\nOutput: 01\n\nInput: 0101\nOutput: -\n\nInput: 1000\nOutput:","01","-","0"
"-o+o","4","L","davinci","AS I","Input: 1\nOutput: 01\n\nInput: 10101\nOutput: 01\n\nInput: 0101\nOutput: -\n\nInput: 10110\nOutput:","01","-","0"
"-o+o","4","L","davinci","AS I","Input: 1\nOutput: 01\n\nInput: 10101\nOutput: 01\n\nInput: 0101\nOutput: -\n\nInput: 1001\nOutput:","01","-","0"
"-o+o","4","L","davinci","AS I","Input: 1\nOutput: 01\n\nInput: 10101\nOutput: 01\n\nInput: 0101\nOutput: -\n\nInput: 10111\nOutput:","01","-","0"
"-o+o","4","L","davinci","AS II","Input: 1\nOutput: 01\n\nInput: 10101\nOutput: 01\n\nInput: 0101\nOutput: -\n\nInput: 0110\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: 0111\nOutput: -\n\nInput: 101\nOutput:","01","-","0"
"-o+o","4","L","davinci","AS II","Input: 1\nOutput: 01\n\nInput: 10101\nOutput: 01\n\nInput: 0101\nOutput: -\n\nInput: 0110\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: 0111\nOutput: -\n\nInput: 1000\nOutput:","01","-","0"
"-o+o","4","L","davinci","AS II","Input: 1\nOutput: 01\n\nInput: 10101\nOutput: 01\n\nInput: 0101\nOutput: -\n\nInput: 0110\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: 0111\nOutput: -\n\nInput: 10110\nOutput:","01","-","0"
"-o+o","4","L","davinci","AS II","Input: 1\nOutput: 01\n\nInput: 10101\nOutput: 01\n\nInput: 0101\nOutput: -\n\nInput: 0110\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: 0111\nOutput: -\n\nInput: 1001\nOutput:","01","-","0"
"-o+o","4","L","davinci","AS II","Input: 1\nOutput: 01\n\nInput: 10101\nOutput: 01\n\nInput: 0101\nOutput: -\n\nInput: 0110\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: 0111\nOutput: -\n\nInput: 10111\nOutput:","01","-","0"
"+o+o","4","L","davinci","WS","Input: -\nOutput: 01\n\nInput: 10010\nOutput:","-","-","1"
"+o+o","4","L","davinci","WS","Input: -\nOutput: 01\n\nInput: 10\nOutput:","-","-","1"
"+o+o","4","L","davinci","WS","Input: -\nOutput: 01\n\nInput: 10011\nOutput:","-","-","1"
"+o+o","4","L","davinci","WS","Input: -\nOutput: 01\n\nInput: 101\nOutput:","-","-","1"
"+o+o","4","L","davinci","WS","Input: -\nOutput: 01\n\nInput: 0010\nOutput:","1","-","0"
"+o+o","4","L","davinci","AS I","Input: -\nOutput: 01\n\nInput: 010\nOutput: 1\n\nInput: 0\nOutput: 1\n\nInput: 10010\nOutput:","-","1","0"
"+o+o","4","L","davinci","AS I","Input: -\nOutput: 01\n\nInput: 010\nOutput: 1\n\nInput: 0\nOutput: 1\n\nInput: 10\nOutput:","-","0","0"
"+o+o","4","L","davinci","AS I","Input: -\nOutput: 01\n\nInput: 010\nOutput: 1\n\nInput: 0\nOutput: 1\n\nInput: 10011\nOutput:","-","1","0"
"+o+o","4","L","davinci","AS I","Input: -\nOutput: 01\n\nInput: 010\nOutput: 1\n\nInput: 0\nOutput: 1\n\nInput: 101\nOutput:","-","0","0"
"+o+o","4","L","davinci","AS I","Input: -\nOutput: 01\n\nInput: 010\nOutput: 1\n\nInput: 0\nOutput: 1\n\nInput: 0010\nOutput:","1","0","0"
"+o+o","4","L","davinci","AS II","Input: -\nOutput: 01\n\nInput: 010\nOutput: 1\n\nInput: 0\nOutput: 1\n\nInput: 011\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: -\n\nInput: 10010\nOutput:","-","-","1"
"+o+o","4","L","davinci","AS II","Input: -\nOutput: 01\n\nInput: 010\nOutput: 1\n\nInput: 0\nOutput: 1\n\nInput: 011\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: -\n\nInput: 10\nOutput:","-","-","1"
"+o+o","4","L","davinci","AS II","Input: -\nOutput: 01\n\nInput: 010\nOutput: 1\n\nInput: 0\nOutput: 1\n\nInput: 011\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: -\n\nInput: 10011\nOutput:","-","-","1"
"+o+o","4","L","davinci","AS II","Input: -\nOutput: 01\n\nInput: 010\nOutput: 1\n\nInput: 0\nOutput: 1\n\nInput: 011\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: -\n\nInput: 101\nOutput:","-","-","1"
"+o+o","4","L","davinci","AS II","Input: -\nOutput: 01\n\nInput: 010\nOutput: 1\n\nInput: 0\nOutput: 1\n\nInput: 011\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: -\n\nInput: 0010\nOutput:","1","-","0"
"[>o]","4","L","davinci","WS","Input: 0110\nOutput: 110\n\nInput: 1\nOutput:","-","01","0"
"[>o]","4","L","davinci","WS","Input: 0110\nOutput: 110\n\nInput: 0010\nOutput:","010","010","1"
"[>o]","4","L","davinci","WS","Input: 0110\nOutput: 110\n\nInput: 0011\nOutput:","011","0110","0"
"[>o]","4","L","davinci","WS","Input: 0110\nOutput: 110\n\nInput: 0100\nOutput:","100","0110","0"
"[>o]","4","L","davinci","WS","Input: 0110\nOutput: 110\n\nInput: 0101\nOutput:","101","101","1"
"[>o]","4","L","davinci","AS I","Input: 0110\nOutput: 110\n\nInput: 10\nOutput: 0\n\nInput: 00010\nOutput: 0010\n\nInput: 1\nOutput:","-","1","0"
"[>o]","4","L","davinci","AS I","Input: 0110\nOutput: 110\n\nInput: 10\nOutput: 0\n\nInput: 00010\nOutput: 0010\n\nInput: 0010\nOutput:","010","0100","0"
"[>o]","4","L","davinci","AS I","Input: 0110\nOutput: 110\n\nInput: 10\nOutput: 0\n\nInput: 00010\nOutput: 0010\n\nInput: 0011\nOutput:","011","0111","0"
"[>o]","4","L","davinci","AS I","Input: 0110\nOutput: 110\n\nInput: 10\nOutput: 0\n\nInput: 00010\nOutput: 0010\n\nInput: 0100\nOutput:","100","0110","0"
"[>o]","4","L","davinci","AS I","Input: 0110\nOutput: 110\n\nInput: 10\nOutput: 0\n\nInput: 00010\nOutput: 0010\n\nInput: 0101\nOutput:","101","0110","0"
"[>o]","4","L","davinci","AS II","Input: 0110\nOutput: 110\n\nInput: 10\nOutput: 0\n\nInput: 00010\nOutput: 0010\n\nInput: -\nOutput: -\n\nInput: 0\nOutput: -\n\nInput: 11\nOutput: 1\n\nInput: 1\nOutput:","-","0","0"
"[>o]","4","L","davinci","AS II","Input: 0110\nOutput: 110\n\nInput: 10\nOutput: 0\n\nInput: 00010\nOutput: 0010\n\nInput: -\nOutput: -\n\nInput: 0\nOutput: -\n\nInput: 11\nOutput: 1\n\nInput: 0010\nOutput:","010","010","1"
"[>o]","4","L","davinci","AS II","Input: 0110\nOutput: 110\n\nInput: 10\nOutput: 0\n\nInput: 00010\nOutput: 0010\n\nInput: -\nOutput: -\n\nInput: 0\nOutput: -\n\nInput: 11\nOutput: 1\n\nInput: 0011\nOutput:","011","011","1"
"[>o]","4","L","davinci","AS II","Input: 0110\nOutput: 110\n\nInput: 10\nOutput: 0\n\nInput: 00010\nOutput: 0010\n\nInput: -\nOutput: -\n\nInput: 0\nOutput: -\n\nInput: 11\nOutput: 1\n\nInput: 0100\nOutput:","100","0101","0"
"[>o]","4","L","davinci","AS II","Input: 0110\nOutput: 110\n\nInput: 10\nOutput: 0\n\nInput: 00010\nOutput: 0010\n\nInput: -\nOutput: -\n\nInput: 0\nOutput: -\n\nInput: 11\nOutput: 1\n\nInput: 0101\nOutput:","101","0110","0"
"oo+o","4","L","davinci","WS","Input: 0\nOutput: 001\n\nInput: 110\nOutput:","11","010","0"
"oo+o","4","L","davinci","WS","Input: 0\nOutput: 001\n\nInput: 0101\nOutput:","001","0001","0"
"oo+o","4","L","davinci","WS","Input: 0\nOutput: 001\n\nInput: 111\nOutput:","11","000","0"
"oo+o","4","L","davinci","WS","Input: 0\nOutput: 001\n\nInput: 001\nOutput:","001","001","1"
"oo+o","4","L","davinci","WS","Input: 0\nOutput: 001\n\nInput: 010\nOutput:","001","001","1"
"oo+o","4","L","davinci","AS I","Input: 0\nOutput: 001\n\nInput: 00101\nOutput: 001\n\nInput: 1\nOutput: 11\n\nInput: 110\nOutput:","11","011","0"
"oo+o","4","L","davinci","AS I","Input: 0\nOutput: 001\n\nInput: 00101\nOutput: 001\n\nInput: 1\nOutput: 11\n\nInput: 0101\nOutput:","001","011","0"
"oo+o","4","L","davinci","AS I","Input: 0\nOutput: 001\n\nInput: 00101\nOutput: 001\n\nInput: 1\nOutput: 11\n\nInput: 111\nOutput:","11","111","0"
"oo+o","4","L","davinci","AS I","Input: 0\nOutput: 001\n\nInput: 00101\nOutput: 001\n\nInput: 1\nOutput: 11\n\nInput: 001\nOutput:","001","001","1"
"oo+o","4","L","davinci","AS I","Input: 0\nOutput: 001\n\nInput: 00101\nOutput: 001\n\nInput: 1\nOutput: 11\n\nInput: 010\nOutput:","001","011","0"
"oo+o","4","L","davinci","AS II","Input: 0\nOutput: 001\n\nInput: 00101\nOutput: 001\n\nInput: 1\nOutput: 11\n\nInput: 01\nOutput: 001\n\nInput: 101\nOutput: 11\n\nInput: -\nOutput: -\n\nInput: 110\nOutput:","11","011","0"
"oo+o","4","L","davinci","AS II","Input: 0\nOutput: 001\n\nInput: 00101\nOutput: 001\n\nInput: 1\nOutput: 11\n\nInput: 01\nOutput: 001\n\nInput: 101\nOutput: 11\n\nInput: -\nOutput: -\n\nInput: 0101\nOutput:","001","011","0"
"oo+o","4","L","davinci","AS II","Input: 0\nOutput: 001\n\nInput: 00101\nOutput: 001\n\nInput: 1\nOutput: 11\n\nInput: 01\nOutput: 001\n\nInput: 101\nOutput: 11\n\nInput: -\nOutput: -\n\nInput: 111\nOutput:","11","-","0"
"oo+o","4","L","davinci","AS II","Input: 0\nOutput: 001\n\nInput: 00101\nOutput: 001\n\nInput: 1\nOutput: 11\n\nInput: 01\nOutput: 001\n\nInput: 101\nOutput: 11\n\nInput: -\nOutput: -\n\nInput: 001\nOutput:","001","001","1"
